shortcode,url,type,taken_at,timestamp,views,likes,comments,duration,caption,thumbnail
CX8mBz4lGtP,https://www.instagram.com/reel/CX8mBz4lGtP/,clips,2021-12-26T12:56:15.000Z,1640523375,,162,5,,👀 É tão antiquado pensar que passar o dia no celular só é coisa de gente atoa... Então não me peça pra escolher 🤭  Cadê as pessoas que trabalharam no celular aiii?,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/496792271_1759036288014128_7273138544508116071_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MjczNzIyOTkyMzczMTQwMTU1MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjgyOC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=7nwulMFKWJAQ7kNvwGqy3rF&_nc_oc=Adql7eKsNHkfdriQ3C_-Kxf3luPip827f73heiRHQO6LDhrThhhJJcqvajleXiozywM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=ye4R2iUxG_Qlx3NyFfIdLQ&_nc_ss=7a22e&oh=00_AQD49h2DkyqnqxRp4-vGVYCun8K0hdESUIQzypDhSf4chQ&oe=6A68196A
CX4rre_Flo1,https://www.instagram.com/reel/CX4rre_Flo1/,clips,2021-12-25T00:29:19.000Z,1640392159,,475,48,,"Prontos ❤️ Feliz natal pra geraal, aproveitem muito a família de vocês!",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/497017513_1624822691514706_7406870713624704999_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=MjczNjEyODg3NzgzNTczNzY1Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjgyOC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=aWFbIeyPbEoQ7kNvwGgx0cR&_nc_oc=AdqcrF2j4YS6DR_nl07aUhWlHgEvb_kdYmP_rUsB5-PRgDFDzp6GEFXl-bD5cI4tzlo&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=ye4R2iUxG_Qlx3NyFfIdLQ&_nc_ss=7a22e&oh=00_AQD94nWNQyiyOA0VXLzZ0qroDN0SVKMN0qRefpYwusYwjg&oe=6A67F158
CXv6WwpFDCp,https://www.instagram.com/reel/CXv6WwpFDCp/,clips,2021-12-21T14:45:23.000Z,1640097923,,230,12,,Eu montando a lista de metas do ano: 😍💗💪🏼✨🚀💸👑😌 / Eu conferindo no final do ano o que alcancei : 🥲❤️‍🔥🚧🤧🤣🚨🥴  O otimismo segue forte ano após anos kkkk Mais alguém se identifica?,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/495967597_1058198296364747_2473470213228751326_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=MjczMzY2MDE0OTU5MjEwOTIyNQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjgyOC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=HTy48Wlf6nYQ7kNvwF-yb0n&_nc_oc=Adp1iPjku3ThaAFoACXtN9cYkPkXzQcEy_qBfm9VFxp7dzRyHqAtmgLTZgH8p2Z51h4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=ye4R2iUxG_Qlx3NyFfIdLQ&_nc_ss=7a22e&oh=00_AQAu1Yi9bCv2dHnsITdwEhSfZbmz-sOSYKmndd_K3rnSzA&oe=6A681DDA
CXtWBe0Fl7A,https://www.instagram.com/reel/CXtWBe0Fl7A/,igtv,2021-12-20T14:46:37.000Z,1640011597,2326,253,31,,"Copie você do passado! 🤯 Essa é uma estratégia que quase ninguém da a devida atenção❗️  Eu pelo exemplo tenho mais de 200 posts de valor no meu perfil, e VOCÊ (sim.. você mesmo!) provavelmente viu quantos deles? Nem a metade eu acredito!  💡 Então repetir postagens não é preguiça, é inteligência! Aqui vão 3 motivos pra você copiar você do passado:  1)A repetição é a mãe da didática! 2)Quem repete vira autoridade! 3)Postagens infinitas!  Escolha seus melhores momentos e repita eles de formas diferentes.. O que era uma arte, faça um reels, ou um vídeo pelo exemplo! Eu vou fazer o mesmo no início do ano.  O que achou da sacada? ⚡️",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/638890508_1237966471210093_5405899984735016710_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=MjczMjkzNzQwNzcxMjYxNjEyOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IklHVFYueHBpZHMuNzIwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=c8ORUhEHAmIQ7kNvwE1lwY7&_nc_oc=AdqN62mtTTLl9ft9uKluuh8Gn_ZRbEIQuF6Iuf1aLlKI5-_FNxWe-LauSSdzPj4fdEk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=ye4R2iUxG_Qlx3NyFfIdLQ&_nc_ss=7a22e&oh=00_AQD8G_eUn9QPOyHRBFoD48JTzCdrvk5ul983AQvdz0vXRw&oe=6A681855
CXl3ngQF3i5,https://www.instagram.com/reel/CXl3ngQF3i5/,clips,2021-12-17T17:06:12.000Z,1639760772,,195,10,,"Brincadeiraa! Eu nem tenho terapeuta 🤣😈 O abençoado levou pelo menos 5 anos para construir sua empresa até hoje, e quer um império no Instagram com 30 dias... 🤌 Vai entender!  #reels",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/498188634_1068191328703369_7328936854494405787_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MjczMDgzMzM1NjMxNzQ4OTMzNw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjgyOC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=EZydm8HXY4IQ7kNvwEuXLD2&_nc_oc=AdrT9PK7Q4wQWZWNVI1ZGvwGTNq39mG6MSq6wPFDPd4UP-SN7-7YOjEcU9UwjUKxh7s&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=ye4R2iUxG_Qlx3NyFfIdLQ&_nc_ss=7a22e&oh=00_AQAbLYgSPPp7qcYQ6OLFExrFpHGagOTdr4c8vrJMgBdUvQ&oe=6A681430
CXhPD6XF6Sa,https://www.instagram.com/reel/CXhPD6XF6Sa/,igtv,2021-12-15T21:55:19.000Z,1639605319,2997,340,57,,"🔂 Simplesmente VOLTA! Acabou se perdendo no novo hábito? Falhou a dieta? A academia? O cronograma de postagem no Insta......? hehe  A tendência é falharmos 1 dia e em decorrência disso 2, 3... de repente uma bola de neve foi se formada! 🚨 Ao invés de ficar se culpando simplesmente volta!  RECOMEÇAR É LINDO! E eu to muito feliz em recomeçar aqui com vocês 💜",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/640393543_1242128021360130_4046153590572846760_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MjcyOTUyOTA4ODY4Mzc3OTIyNg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IklHVFYueHBpZHMuNzIwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=cBU_qySmNMUQ7kNvwEpQCJN&_nc_oc=AdpTMPD7qAvEEk8T3NjzKCNHbtfmyrmV034OhjJjVe0NGr_WDSa5g7d-donAhsfhHis&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=UNegftLBWJZCHGQnfPanUw&_nc_ss=7a22e&oh=00_AQDb0vPtcf0ePKC77_1ZXFwFk9WtFV5p60TaYBkuyzy24g&oe=6A681EAA
CXRvDTulZ_a,https://www.instagram.com/reel/CXRvDTulZ_a/,clips,2021-12-09T21:36:38.000Z,1639085798,,278,8,,"🙄 vou bloquear todos! haha Mentira, os boletos não deixam..  Escrever legendas não é fácil, mas é melhor do que passar 8h em pé 🙌🏼  AMO o que eu faço! 💜💻",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/491431319_3928966050652106_905795502673606526_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=MjcyNTE2NjE4NTA2Mjk2NTIxMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjgyOC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=d1lxgq9SgS4Q7kNvwHmYIM7&_nc_oc=AdqO50reaW4DHSfvBfqtfS1l0aDkknnCqsx266jlWCpLBqUmRxH18gzxTo_ZJnyZsjY&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=UNegftLBWJZCHGQnfPanUw&_nc_ss=7a22e&oh=00_AQC7cyOmQfTcyOuBeRlblyBdm3QqrdkWC9oykJAvB3Mysw&oe=6A681A7D
CVoKFfHF0ip,https://www.instagram.com/reel/CVoKFfHF0ip/,igtv,2021-10-29T21:34:15.000Z,1635543255,2098,220,24,,"Se você também odeia política, nós podemos ser amigos 👯‍♂️  Nós contra eles é uma estratégia de marketing usada para intensificar as emoções da sua audiência e fazer com que ela toma uma ação. Afinal, o inimigo do meu inimigo, é meu amigo!  Funciona porque as pessoas tem necessidade de pertencimento e se conectam por emoções, e se seu grupo luta contra algo, as emoções aumentam ainda mais.  PEPSI *️⃣ COCA BURGUER KING *️⃣ MC DONALDS  DRAKE *️⃣ KANYE WEST APPLE *️⃣ SAMSUNG 💩🦑 *️⃣ 💩🔫  Você já tinha prestado atenção nessa estratégia antes? Quais marcas além dessas você sabe que têm um inimigo comum?",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/641062094_784955944162145_4706352865656207886_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MjY5NTQ0ODczNDQ0ODY5OTU2MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IklHVFYueHBpZHMuNzIwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=b3CXEIUYJ-sQ7kNvwEJvMsI&_nc_oc=AdqDu_DxAAnq48LfETpJ08LPkuQQagsvdoj3vyEccXRHzhWtswNPd2tkzY8Qhkt8KSk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=UNegftLBWJZCHGQnfPanUw&_nc_ss=7a22e&oh=00_AQAweTOAX2Kkh5o61EoWfRiZhtOry0jsz6HKjNAvW89klg&oe=6A68190A
CVIXRcSFC0u,https://www.instagram.com/reel/CVIXRcSFC0u/,clips,2021-10-17T13:02:47.000Z,1634475767,,43,4,,O externo é reflexo do interno. Como anda dentro de você?,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/491460697_2848770101975163_5150564615634975464_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=MjY4NjQ5OTUzMTM5NTQ0NDAxNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=yNmrBbcZ-F8Q7kNvwH6Ke1M&_nc_oc=Adr68iYGcD-7Re8aF_B99t-pRB2bxpU7IbiJ7mZigzXRLs93SmU3MK5MvVKaNvi0m0E&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=UNegftLBWJZCHGQnfPanUw&_nc_ss=7a22e&oh=00_AQDK4CLidums57U6mNf7Z5iaRrpyKgsXlvL1tyxQa1tl3w&oe=6A68237D
CVGcE8CFnFY,https://www.instagram.com/reel/CVGcE8CFnFY/,clips,2021-10-16T19:05:44.000Z,1634411144,,25,0,,Autoconhecimento é a resposta. 👩🏻‍🚀 16:00,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/495301065_1431484918027434_6525595407832164655_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MjY4NTk1NzcxMjQxMjgzMjA4OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=Neg7yfk64MkQ7kNvwF4gP1h&_nc_oc=Adp3IQ16N2Mg1Zn7M84n5mHk37pvCAUTDXOp3s2V7G04FPTdAhSJ-Tv4yv_UVNPcagY&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=UNegftLBWJZCHGQnfPanUw&_nc_ss=7a22e&oh=00_AQDDw7nWH-Vttt9iDFyY9prsDKPjyl0PeOyhVv5EWPgpAw&oe=6A67F6A8
CVFtpmXllcU,https://www.instagram.com/reel/CVFtpmXllcU/,clips,2021-10-16T12:21:18.000Z,1634386878,,29,0,,Quer ser livre de verdade ou vai continuar dando ouvidos para quem não se importa com você?,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/496957152_1385247229488622_1720952838551168735_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MjY4NTc1MzUyMzU4NTgzMjcyNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=db071j297EsQ7kNvwFUuFtf&_nc_oc=AdrwFUnU553AVi0ygE40DRFyb7yUgk_XWVKt7F191y5YOL9c3t9HFnRlzHHRFLsILgE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=UNegftLBWJZCHGQnfPanUw&_nc_ss=7a22e&oh=00_AQAtRfsZQVhjGtMpaPk50Mf1vprz3FtWD7psatouozF6Og&oe=6A68074F
CVDuEa5FHd6,https://www.instagram.com/reel/CVDuEa5FHd6/,clips,2021-10-15T17:45:37.000Z,1634319937,,28,0,,🪐 Acho que eu quero tatuar essa frase!,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/499147545_1774422666791777_4269348161955040082_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=MjY4NTE5MjQxNjczNTI5NTM1NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=uTbW7YzYI0AQ7kNvwEJymx6&_nc_oc=AdpnaLkwmP6hz_HKgNc48YeEzRFpgjq7xJgV2MlagcgqJ7nCf07HcYjE6aJmZ8iuQUw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=UNegftLBWJZCHGQnfPanUw&_nc_ss=7a22e&oh=00_AQA6khDZRcNI56O0-FNQNppUaQGzI9dqc0r6SaHStlcDDw&oe=6A67F2C7
CVAgkBvFm6K,https://www.instagram.com/reel/CVAgkBvFm6K/,clips,2021-10-14T11:51:54.000Z,1634212314,,33,0,,"Se você está na internet precisa entender logo uma coisa: Existem 8 bilhões de pessoas no mundo, você vai encarar o desafio de tentar moldar todas elas? Melhor não..  Apenas aceite que pessoas são diferentes e principalmente: ENTENDA QUE VOCÊ TAMBÉM NÃO PRECISA AGRADAR TODO MUNDO!  LIGUE O FODA-SE!  A coisa que eu mais vejo nessa internet é gente querendo impor seu ponto de vista e gostos sobre outras pessoas, sendo que essa é a maior burrice de todas!  🪐 Cada pessoa é um Universo 🤍",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/504448924_1404865180662377_297801071587317913_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=MjY4NDI4ODU5MTE2NjA3NDUwNg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=Zs0OOCmXyWUQ7kNvwH6N55K&_nc_oc=AdraRcn2cVbZyF7Ypz5V1oDcRPykAcLF5j-vPWLmqbnezDN3znmI4q3P2mLaXhSRiDo&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=LVm5zeEaYZ7JfL5D5kCZ2A&_nc_ss=7a22e&oh=00_AQARIzrXC-qgY-msT-f56rOFdyM8sAj4O2FgXHyOnojnvw&oe=6A681942
CU-QwtKFKbN,https://www.instagram.com/reel/CU-QwtKFKbN/,clips,2021-10-13T14:52:55.000Z,1634136775,,28,0,,Dependa da sua disposição!,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/497961867_1015936557387483_2145381066342058082_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MjY4MzY1NjE0MzcyNTk2Mjk1Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=mkSF6Va_q-4Q7kNvwEuqSQx&_nc_oc=AdqpuWFvivJLzZVRyDYwe6FQPbK0J2IjjDKUyxkL9OrlVfcokBVRqe-wUW7PbIuyZDI&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=LVm5zeEaYZ7JfL5D5kCZ2A&_nc_ss=7a22e&oh=00_AQAahHFJka1m_xQhueiSCfZO2pDVib8oL7Hy2uCfseF_yg&oe=6A67F8C7
CU2wkB8FOEd,https://www.instagram.com/reel/CU2wkB8FOEd/,clips,2021-10-10T16:58:47.000Z,1633885127,,28,2,,"Trabalho imediato é para empregados, se você sonha em construir algo SEU.. O foco precisa estar no longo prazo, aprendendo sempre e se divertindo no caminho ❤️‍🔥",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/495814356_1693004884650766_3084524100301847730_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MjY4MTU0NDIxMDM2MTE0NzY3Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=FWmDISPWdtAQ7kNvwFGn5v5&_nc_oc=Adr0y3F8IZ4U_5rQX04xQa5sT-iRgMUjx8APtrlMvALBvDOYZiL8Ey0qtvLYYdIBx-4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=LVm5zeEaYZ7JfL5D5kCZ2A&_nc_ss=7a22e&oh=00_AQBy_FglSn6FVmYG9OLfxEZJj6yjp5JfqQFuRUczDP61Dg&oe=6A67EF36
CU0YtCQlOwZ,https://www.instagram.com/reel/CU0YtCQlOwZ/,clips,2021-10-09T18:50:26.000Z,1633805426,,29,0,,A ação cura. It’s time for Action ⚡️,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/498641075_2099307693922513_6479627338784639009_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MjY4MDg3NjMyNjExMDY4NjIzMw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=mY13rOz2lhMQ7kNvwEFvbWN&_nc_oc=Adq7J0GpZuy2ubjQUZIKHVKHaZRzs05kcCIzhOid4XBk4wEKRscn4tF977vdxCErAfM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=LVm5zeEaYZ7JfL5D5kCZ2A&_nc_ss=7a22e&oh=00_AQAIHIBptrHPFlMapSE5QspOIKK73QzoGsFiGTa6HIigXg&oe=6A67FA8B
CU0IRhMlMhM,https://www.instagram.com/reel/CU0IRhMlMhM/,clips,2021-10-09T16:32:06.000Z,1633797126,,188,9,,"Usar hashtags banidas é um erro facilmente evitado! #️⃣🚫 O instagram é uma inteligência virtual que funciona para proteger seus usuários e mantê-los no app, por isso se seu post tiver algumas dessas hashtags o Insta entende que sua publicação não vai de acordo com as diretrizes e diminui seu alcance!  Não queremos isso, né?! ⁣ Então salva esse reels para sempre consultar quais hashtags estão banidas e não usá-las de jeito nenhum!",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/502992886_1743000793240792_6763458244013228998_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=MjY4MDgwNDA2NjQ0MDAzODQ3Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcxOS5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=ga0k4M_WVcIQ7kNvwEtWGFL&_nc_oc=Adqx-0CiF50iFyn4U_JEkE4uDw7PCAWGHEF6FcLTKMK1PSa6Koq0OEdesT22GguikYw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=LVm5zeEaYZ7JfL5D5kCZ2A&_nc_ss=7a22e&oh=00_AQBqV1lAX_LxilcFjEeUPhvHsD8MUci1ViiQScIj2DWEyQ&oe=6A680AF5
CUyFOpDFkPq,https://www.instagram.com/reel/CUyFOpDFkPq/,clips,2021-10-08T21:21:17.000Z,1633728077,,28,1,,Isso sim é arriscado! 🙃  🎵: Beautiful Lie - Playlist Wake Up Music,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/503553708_1204949770842044_9188621373947894853_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MjY4MDIyNzcyNDYxOTMwMTg2Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=e0GQ3CySXhIQ7kNvwH21gFN&_nc_oc=AdrvQUaOZpKuE5ObMGPkieapMlAZCTcy6jk7pjZoCnnKye5NaKa0vfeLxbVZ7p86U-8&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=LVm5zeEaYZ7JfL5D5kCZ2A&_nc_ss=7a22e&oh=00_AQB_RRqJ8ujsXbJWwJdtq4wBO5OylGsLve6zy3FGuuebgQ&oe=6A6820AE
CUvegLTFvw1,https://www.instagram.com/reel/CUvegLTFvw1/,igtv,2021-10-07T21:04:50.000Z,1633640690,856,78,8,,"Gravei esse vídeo há cerca de 1 ano e meio atrás e dá pra ver quanta coisa mudou!  HOJE eu não tenho dúvidas sobre esse poder e digo sem dúvidas que exercer a gratidão diariamente foi uma das coisas que me possibilitaram mudar de vida em tão pouco tempo!  Ser grato pelo o que? POR TUDO ✨ Hoje eu sou grata pela possibilidade de me expressar, me comunicar por meio desse instagram e transbordar na vida de pessoas tão incríveis que me dão feedbacks singulares TODOS OS DIAS. Gratidão!  E você? Pelo o que é grato hoje?",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/642485790_2137135303779824_5506616384428147803_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=107&ig_cache_key=MjY3OTQ5NDQ1NTg1ODc1NjY2MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IklHVFYueHBpZHMuMzIwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=7zCkeDjbkBYQ7kNvwEmvMmw&_nc_oc=AdquQET8DwecJmtNWP3HQNoJKJh7Utpg-tQZTw5NjGaDJw4bBD5QMBeJ9Ksllpjsv0Y&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=LVm5zeEaYZ7JfL5D5kCZ2A&_nc_ss=7a22e&oh=00_AQC3w7W4C82nVZzaRaAoHej1aHTdE-hkMEx2-6cWoJHtYw&oe=6A67F2F5
